Latest: Time (s),Latest: Position (m),Latest: Triceps Potential (V),Latest: Chest Potential (V)
6.438888,,3.33770752,0.189208984
6.439221,,3.356933594,0.189208984
6.439554,,3.386230469,0.184631348
6.439887,,3.410339355,0.184631348
6.44,0.860205,,
6.44022,,3.42010498,0.184631348
6.440553,,3.415222168,0.174865723
6.440886,,3.40057373,0.174865723
6.441219,,3.391113281,0.16998291
6.441552,,3.381347656,0.165100098
6.441885,,3.371582031,0.165100098
6.442218,,3.366699219,0.160217285
6.442551,,3.352050781,0.160217285
6.442884,,3.347473145,0.15045166
6.443217,,3.352050781,0.15045166
6.44355,,3.376464844,0.145874023
6.443883,,3.40057373,0.145874023
6.444216,,3.415222168,0.145874023
6.444549,,3.415222168,0.145874023
6.444882,,3.405456543,0.136108398
6.445215,,3.410339355,0.136108398
6.445548,,3.429870605,0.131225586
6.445881,,3.44909668,0.126342773
6.446214,,3.458862305,0.126342773
6.446547,,3.463745117,0.121459961
6.44688,,3.453979492,0.121459961
6.447213,,3.444213867,0.121459961
6.447546,,3.439331055,0.116577148
6.447879,,3.444213867,0.121459961
6.448212,,3.458862305,0.121459961
6.448545,,3.473205566,0.126342773
6.448878,,3.492736816,0.126342773
6.449211,,3.521728516,0.126342773
6.449544,,3.536376953,0.131225586
6.449877,,3.541259766,0.136108398
6.45021,,3.521728516,0.136108398
6.450543,,3.521728516,0.145874023
6.450876,,3.541259766,0.145874023
6.451209,,3.570251465,0.145874023
6.451542,,3.599243164,0.145874023
6.451875,,3.618774414,0.136108398
6.452208,,3.609008789,0.140991211
6.452541,,3.599243164,0.131225586
6.452874,,3.599243164,0.136108398
6.453207,,3.599243164,0.136108398
6.45354,,3.594665527,0.140991211
6.453873,,3.584899902,0.145874023
6.454206,,3.594665527,0.145874023
6.454539,,3.613891602,0.155334473
6.454872,,3.623657227,0.165100098
6.455205,,3.633422852,0.165100098
6.455538,,3.623657227,0.174865723
6.455871,,3.613891602,0.184631348
6.456204,,3.613891602,0.189208984
6.456537,,3.618774414,0.198974609
6.45687,,3.642883301,0.203857422
6.457203,,3.676757813,0.208740234
6.457536,,3.730163574,0.223388672
6.457869,,3.773803711,0.228271484
6.458202,,3.817443848,0.237731934
6.458535,,3.870849609,0.247497559
6.458868,,3.919372559,0.247497559
6.459201,,3.943481445,0.262145996
6.459534,,3.938598633,0.267028809
6.459867,,3.93371582,0.267028809
6.46,0.846875,,
6.4602,,3.943481445,0.271911621
6.460533,,3.96270752,0.271911621
6.460866,,3.977355957,0.28137207
6.461199,,3.996887207,0.286254883
6.461532,,4.011230469,0.286254883
6.461865,,4.016113281,0.291137695
6.462198,,4.020996094,0.291137695
6.462531,,4.016113281,0.291137695
6.462864,,4.001464844,0.286254883
6.463197,,3.98223877,0.28137207
6.46353,,3.967590332,0.28137207
6.463863,,3.958129883,0.276489258
6.464196,,3.943481445,0.276489258
6.464529,,3.928833008,0.271911621
6.464862,,3.928833008,0.267028809
6.465195,,3.928833008,0.267028809
6.465528,,3.928833008,0.257263184
6.465861,,3.928833008,0.257263184
6.466194,,3.923950195,0.252380371
6.466527,,3.928833008,0.247497559
6.46686,,3.93371582,0.247497559
6.467193,,3.95324707,0.242614746
6.467526,,3.967590332,0.232849121
6.467859,,3.987121582,0.232849121
6.468192,,3.996887207,0.232849121
6.468525,,4.006347656,0.223388672
6.468858,,4.006347656,0.223388672
6.469191,,4.006347656,0.218505859
6.469524,,4.001464844,0.213623047
6.469857,,3.987121582,0.213623047
6.47019,,3.967590332,0.208740234
6.470523,,3.958129883,0.203857422
6.470856,,3.943481445,0.203857422
6.471189,,3.93371582,0.198974609
6.471522,,3.919372559,0.198974609
6.471855,,3.909606934,0.194091797
6.472188,,3.894958496,0.194091797
6.472521,,3.899841309,0.194091797
6.472854,,3.894958496,0.189208984
6.473187,,3.904724121,0.194091797
6.47352,,3.909606934,0.194091797
6.473853,,3.928833008,0.198974609
6.474186,,3.958129883,0.203857422
6.474519,,4.001464844,0.208740234
6.474852,,4.040527344,0.208740234
6.475185,,4.079284668,0.213623047
6.475518,,4.103393555,0.208740234
6.475851,,4.108276367,0.213623047
6.476184,,4.098510742,0.213623047
6.476517,,4.098510742,0.213623047
6.47685,,4.122924805,0.213623047
6.477183,,4.161682129,0.208740234
6.477516,,4.195556641,0.208740234
6.477849,,4.22454834,0.208740234
6.478182,,4.248657227,0.203857422
6.478515,,4.263305664,0.198974609
6.478848,,4.268188477,0.198974609
6.479181,,4.268188477,0.198974609
6.479514,,4.258422852,0.198974609
6.479847,,4.258422852,0.198974609
6.48,0.833927,,
6.48018,,4.258422852,0.203857422
6.480513,,4.273071289,0.203857422
6.480846,,4.282836914,0.208740234
6.481179,,4.297180176,0.208740234
6.481512,,4.321594238,0.218505859
6.481845,,4.350585938,0.223388672
6.482178,,4.365234375,0.228271484
6.482511,,4.384460449,0.237731934
6.482844,,4.394226074,0.247497559
6.483177,,4.394226074,0.252380371
6.48351,,4.389343262,0.262145996
6.483843,,4.374694824,0.267028809
6.484176,,4.35546875,0.276489258
6.484509,,4.345703125,0.286254883
6.484842,,4.3359375,0.286254883
6.485175,,4.331054688,0.291137695
6.485508,,4.316711426,0.296020508
6.485841,,4.306945801,0.30090332
6.486174,,4.306945801,0.30090332
6.486507,,4.306945801,0.305786133
6.48684,,4.331054688,0.30090332
6.487173,,4.345703125,0.305786133
6.487506,,4.379577637,0.30090332
6.487839,,4.432983398,0.30090332
6.488172,,4.500732422,0.30090332
6.488505,,4.568786621,0.296020508
6.488838,,4.62677002,0.291137695
6.489171,,4.665527344,0.291137695
6.489504,,4.685058594,0.286254883
6.489837,,4.685058594,0.28137207
6.49017,,4.670410156,0.276489258
6.490503,,4.660644531,0.271911621
6.490836,,4.641418457,0.271911621
6.491169,,4.631652832,0.267028809
6.491502,,4.607543945,0.262145996
6.491835,,4.592895508,0.262145996
6.492168,,4.583129883,0.252380371
6.492501,,4.57824707,0.252380371
6.492834,,4.573364258,0.247497559
6.493167,,4.563903809,0.242614746
6.4935,,4.563903809,0.242614746
6.493833,,4.554138184,0.237731934
6.494166,,4.549255371,0.237731934
6.494499,,4.549255371,0.237731934
6.494832,,4.549255371,0.237731934
6.495165,,4.549255371,0.237731934
6.495498,,4.554138184,0.232849121
6.495831,,4.559020996,0.237731934
6.496164,,4.563903809,0.242614746
6.496497,,4.568786621,0.237731934
6.49683,,4.568786621,0.237731934
6.497163,,4.573364258,0.237731934
6.497496,,4.568786621,0.232849121
6.497829,,4.559020996,0.228271484
6.498162,,4.559020996,0.223388672
6.498495,,4.544372559,0.223388672
6.498828,,4.530029297,0.223388672
6.499161,,4.510498047,0.218505859
6.499494,,4.490966797,0.218505859
6.499827,,4.48638916,0.208740234
6.5,0.819799,,
6.50016,,4.490966797,0.208740234
6.500493,,4.505615234,0.208740234
6.500826,,4.530029297,0.203857422
6.501159,,4.559020996,0.198974609
6.501492,,4.588012695,0.198974609
6.501825,,4.612121582,0.194091797
6.502158,,4.62677002,0.189208984
6.502491,,4.62677002,0.189208984
6.502824,,4.612121582,0.189208984
6.503157,,4.588012695,0.184631348
6.50349,,4.573364258,0.184631348
6.503823,,4.559020996,0.184631348
6.504156,,4.549255371,0.179748535
6.504489,,4.544372559,0.174865723
6.504822,,4.544372559,0.16998291
6.505155,,4.554138184,0.16998291
6.505488,,4.568786621,0.16998291
6.505821,,4.583129883,0.16998291
6.506154,,4.592895508,0.165100098
6.506487,,4.592895508,0.16998291
6.50682,,4.59777832,0.165100098
6.507153,,4.602661133,0.165100098
6.507486,,4.617004395,0.16998291
6.507819,,4.636535645,0.16998291
6.508152,,4.665527344,0.16998291
6.508485,,4.689941406,0.174865723
6.508818,,4.718933105,0.174865723
6.509151,,4.743041992,0.184631348
6.509484,,4.767456055,0.184631348
6.509817,,4.786682129,0.189208984
6.51015,,4.801330566,0.198974609
6.510483,,4.811096191,0.203857422
6.510816,,4.811096191,0.213623047
6.511149,,4.796447754,0.218505859
6.511482,,4.781799316,0.228271484
6.511815,,4.762573242,0.237731934
6.512148,,4.752807617,0.242614746
6.512481,,4.75769043,0.247497559
6.512814,,4.762573242,0.252380371
6.513147,,4.791564941,0.252380371
6.51348,,4.830322266,0.262145996
6.513813,,4.86907959,0.257263184
6.514146,,4.917602539,0.252380371
6.514479,,4.966125488,0.252380371
6.514812,,5.009765625,0.247497559
6.515145,,5.038757324,0.247497559
6.515478,,5.072631836,0.257263184
6.515811,,5.101623535,0.262145996
6.516144,,5.121154785,0.271911621
6.516477,,5.13092041,0.271911621
6.51681,,5.126037598,0.28137207
6.517143,,5.101623535,0.28137207
6.517476,,5.097045898,0.28137207
6.517809,,5.11138916,0.286254883
6.518142,,5.135803223,0.28137207
6.518475,,5.159912109,0.28137207
6.518808,,5.179443359,0.28137207
6.519141,,5.198669434,0.276489258
6.519474,,5.203552246,0.276489258
6.519807,,5.203552246,0.271911621
6.52,0.80022,,
6.52014,,5.184020996,0.267028809
6.520473,,5.169677734,0.267028809
6.520806,,5.164794922,0.267028809
6.521139,,5.169677734,0.267028809
6.521472,,5.174560547,0.271911621
6.521805,,5.174560547,0.276489258
6.522138,,5.169677734,0.28137207
6.522471,,5.164794922,0.28137207
6.522804,,5.150146484,0.286254883
6.523137,,5.13092041,0.291137695
6.52347,,5.116271973,0.296020508
6.523803,,5.092163086,0.30090332
6.524136,,5.082397461,0.305786133
6.524469,,5.058288574,0.310668945
6.524802,,5.043640137,0.320129395
6.525135,,5.014648438,0.320129395
6.525468,,5,0.325012207
6.525801,,4.985351563,0.32989502
6.526134,,4.971008301,0.32989502
6.526467,,4.951477051,0.334777832
6.5268,,4.927368164,0.334777832
6.527133,,4.912719727,0.32989502
6.527466,,4.88861084,0.32989502
6.527799,,4.864196777,0.325012207
6.528132,,4.844970703,0.320129395
6.528465,,4.820556641,0.320129395
6.528798,,4.801330566,0.315551758
6.529131,,4.781799316,0.315551758
6.529464,,4.762573242,0.315551758
6.529797,,4.747924805,0.310668945
6.53013,,4.733581543,0.305786133
6.530463,,4.72869873,0.305786133
6.530796,,4.723815918,0.30090332
6.531129,,4.723815918,0.30090332
6.531462,,4.714050293,0.296020508
6.531795,,4.70916748,0.296020508
6.532128,,4.694519043,0.286254883
6.532461,,4.685058594,0.28137207
6.532794,,4.665527344,0.286254883
6.533127,,4.655761719,0.28137207
6.53346,,4.631652832,0.28137207
6.533793,,4.612121582,0.28137207
6.534126,,4.59777832,0.28137207
6.534459,,4.57824707,0.28137207
6.534792,,4.554138184,0.28137207
6.535125,,4.544372559,0.286254883
6.535458,,4.525146484,0.286254883
6.535791,,4.515380859,0.28137207
6.536124,,4.505615234,0.286254883
6.536457,,4.495849609,0.28137207
6.53679,,4.48638916,0.28137207
6.537123,,4.471740723,0.28137207
6.537456,,4.471740723,0.28137207
6.537789,,4.461975098,0.28137207
6.538122,,4.452209473,0.276489258
6.538455,,4.442749023,0.271911621
6.538788,,4.432983398,0.267028809
6.539121,,4.423217773,0.267028809
6.539454,,4.408569336,0.262145996
6.539787,,4.399108887,0.257263184
6.54,0.787168,,
6.54012,,4.399108887,0.252380371
6.540453,,4.394226074,0.247497559
6.540786,,4.384460449,0.247497559
6.541119,,4.374694824,0.242614746
6.541452,,4.360351563,0.237731934
6.541785,,4.350585938,0.232849121
6.542118,,4.331054688,0.228271484
6.542451,,4.306945801,0.228271484
6.542784,,4.287414551,0.223388672
6.543117,,4.273071289,0.223388672
6.54345,,4.258422852,0.218505859
6.543783,,4.24407959,0.223388672
6.544116,,4.22454834,0.223388672
6.544449,,4.214782715,0.218505859
6.544782,,4.20501709,0.218505859
6.545115,,4.200439453,0.218505859
6.545448,,4.195556641,0.213623047
6.545781,,4.176025391,0.213623047
6.546114,,4.166259766,0.208740234
6.546447,,4.176025391,0.208740234
6.54678,,4.185791016,0.203857422
6.547113,,4.209899902,0.203857422
6.547446,,4.239196777,0.203857422
6.547779,,4.282836914,0.203857422
6.548112,,4.3359375,0.203857422
6.548445,,4.369812012,0.208740234
6.548778,,4.399108887,0.203857422
6.549111,,4.423217773,0.203857422
6.549444,,4.423217773,0.203857422
6.549777,,4.423217773,0.203857422
6.55011,,4.399108887,0.198974609
6.550443,,4.399108887,0.194091797
6.550776,,4.408569336,0.189208984
6.551109,,4.432983398,0.189208984
6.551442,,4.461975098,0.184631348
6.551775,,4.48638916,0.179748535
6.552108,,4.515380859,0.184631348
6.552441,,4.539489746,0.184631348
6.552774,,4.549255371,0.184631348
6.553107,,4.549255371,0.189208984
6.55344,,4.539489746,0.189208984
6.553773,,4.525146484,0.194091797
6.554106,,4.520263672,0.194091797
6.554439,,4.510498047,0.198974609
6.554772,,4.505615234,0.203857422
6.555105,,4.505615234,0.208740234
6.555438,,4.495849609,0.208740234
6.555771,,4.490966797,0.213623047
6.556104,,4.476623535,0.223388672
6.556437,,4.461975098,0.218505859
6.55677,,4.442749023,0.223388672
6.557103,,4.428100586,0.218505859
6.557436,,4.423217773,0.218505859
6.557769,,4.418334961,0.218505859
6.558102,,4.428100586,0.213623047
6.558435,,4.432983398,0.208740234
6.558768,,4.437866211,0.208740234
6.559101,,4.442749023,0.203857422
6.559434,,4.437866211,0.198974609
6.559767,,4.432983398,0.198974609
6.56,0.783766,,
6.5601,,4.418334961,0.189208984
6.560433,,4.399108887,0.189208984
6.560766,,4.394226074,0.194091797
6.561099,,4.399108887,0.194091797
6.561432,,4.413452148,0.198974609
6.561765,,4.418334961,0.203857422
6.562098,,4.418334961,0.208740234
6.562431,,4.413452148,0.213623047
6.562764,,4.403991699,0.218505859
6.563097,,4.379577637,0.223388672
6.56343,,4.365234375,0.237731934
6.563763,,4.35546875,0.247497559
6.564096,,4.340820313,0.262145996
6.564429,,4.331054688,0.276489258
6.564762,,4.306945801,0.286254883
6.565095,,4.292297363,0.296020508
6.565428,,4.297180176,0.30090332
6.565761,,4.321594238,0.305786133
6.566094,,4.350585938,0.310668945
6.566427,,4.384460449,0.305786133
6.56676,,4.408569336,0.310668945
6.567093,,4.428100586,0.305786133
6.567426,,4.423217773,0.30090332
6.567759,,4.403991699,0.30090332
6.568092,,4.399108887,0.296020508
6.568425,,4.408569336,0.296020508
6.568758,,4.428100586,0.30090332
6.569091,,4.46685791,0.30090332
6.569424,,4.510498047,0.30090332
6.569757,,4.563903809,0.305786133
6.57009,,4.602661133,0.310668945
6.570423,,4.62677002,0.320129395
6.570756,,4.655761719,0.325012207
6.571089,,4.665527344,0.32989502
6.571422,,4.680175781,0.334777832
6.571755,,4.685058594,0.354309082
6.572088,,4.694519043,0.363769531
6.572421,,4.699401855,0.373535156
6.572754,,4.704284668,0.383300781
6.573087,,4.714050293,0.388183594
6.57342,,4.72869873,0.397949219
6.573753,,4.733581543,0.402526855
6.574086,,4.723815918,0.407409668
6.574419,,4.70916748,0.41229248
6.574752,,4.714050293,0.426940918
6.575085,,4.733581543,0.43182373
6.575418,,4.752807617,0.441589355
6.575751,,4.781799316,0.451049805
6.576084,,4.801330566,0.46081543
6.576417,,4.820556641,0.465698242
6.57675,,4.830322266,0.470581055
6.577083,,4.825439453,0.470581055
6.577416,,4.815673828,0.470581055
6.577749,,4.796447754,0.470581055
6.578082,,4.781799316,0.470581055
6.578415,,4.762573242,0.470581055
6.578748,,4.743041992,0.465698242
6.579081,,4.733581543,0.465698242
6.579414,,4.718933105,0.46081543
6.579747,,4.699401855,0.455932617
6.58,0.85571,,
6.58008,,4.685058594,0.455932617
6.580413,,4.660644531,0.451049805
6.580746,,4.64630127,0.451049805
6.581079,,4.631652832,0.446166992
6.581412,,4.62677002,0.446166992
6.581745,,4.62677002,0.446166992
6.582078,,4.617004395,0.441589355
6.582411,,4.612121582,0.446166992
6.582744,,4.602661133,0.446166992
6.583077,,4.592895508,0.441589355
6.58341,,4.583129883,0.446166992
6.583743,,4.57824707,0.446166992
6.584076,,4.563903809,0.451049805
6.584409,,4.554138184,0.451049805
6.584742,,4.549255371,0.446166992
6.585075,,4.544372559,0.451049805
6.585408,,4.534606934,0.446166992
6.585741,,4.525146484,0.441589355
6.586074,,4.515380859,0.441589355
6.586407,,4.505615234,0.441589355
6.58674,,4.490966797,0.436706543
6.587073,,4.471740723,0.43182373
6.587406,,4.461975098,0.426940918
6.587739,,4.447631836,0.426940918
6.588072,,4.432983398,0.426940918
6.588405,,4.413452148,0.422058105
6.588738,,4.399108887,0.426940918
6.589071,,4.384460449,0.422058105
6.589404,,4.360351563,0.426940918
6.589737,,4.345703125,0.43182373
6.59007,,4.3359375,0.43182373
6.590403,,4.321594238,0.43182373
6.590736,,4.321594238,0.436706543
6.591069,,4.306945801,0.441589355
6.591402,,4.306945801,0.441589355
6.591735,,4.292297363,0.441589355
6.592068,,4.277954102,0.441589355
6.592401,,4.268188477,0.451049805
6.592734,,4.253540039,0.451049805
6.593067,,4.229431152,0.455932617
6.5934,,4.219665527,0.455932617
6.593733,,4.20501709,0.46081543
6.594066,,4.195556641,0.465698242
6.594399,,4.190673828,0.470581055
6.594732,,4.190673828,0.475463867
6.595065,,4.195556641,0.475463867
6.595398,,4.195556641,0.475463867
6.595731,,4.190673828,0.48034668
6.596064,,4.180908203,0.485229492
6.596397,,4.171142578,0.485229492
6.59673,,4.156799316,0.489807129
6.597063,,4.142150879,0.494689941
6.597396,,4.132385254,0.494689941
6.597729,,4.132385254,0.494689941
6.598062,,4.127502441,0.494689941
6.598395,,4.132385254,0.499572754
6.598728,,4.137268066,0.499572754
6.599061,,4.137268066,0.499572754
6.599394,,4.137268066,0.499572754
6.599727,,4.137268066,0.499572754
6.6,0.845799,,
6.60006,,4.137268066,0.504455566
6.600393,,4.137268066,0.499572754
6.600726,,4.127502441,0.499572754
6.601059,,4.127502441,0.499572754
6.601392,,4.127502441,0.499572754
6.601725,,4.122924805,0.494689941
6.602058,,4.122924805,0.499572754
6.602391,,4.118041992,0.489807129
6.602724,,4.103393555,0.489807129
6.603057,,4.098510742,0.485229492
6.60339,,4.083862305,0.485229492
6.603723,,4.079284668,0.485229492
6.604056,,4.074401855,0.48034668
6.604389,,4.059753418,0.485229492
6.604722,,4.04510498,0.48034668
6.605055,,4.035644531,0.48034668
6.605388,,4.016113281,0.48034668
6.605721,,4.001464844,0.475463867
6.606054,,3.987121582,0.475463867
6.606387,,3.98223877,0.475463867
6.60672,,3.98223877,0.465698242
6.607053,,3.987121582,0.46081543
6.607386,,4.001464844,0.455932617
6.607719,,4.016113281,0.455932617
6.608052,,4.030761719,0.446166992
6.608385,,4.040527344,0.446166992
6.608718,,4.040527344,0.446166992
6.609051,,4.025878906,0.441589355
6.609384,,4.011230469,0.441589355
6.609717,,4.006347656,0.441589355
6.61005,,4.011230469,0.441589355
6.610383,,4.020996094,0.441589355
6.610716,,4.040527344,0.441589355
6.611049,,4.06463623,0.441589355
6.611382,,4.079284668,0.441589355
6.611715,,4.103393555,0.441589355
6.612048,,4.118041992,0.441589355
6.612381,,4.122924805,0.441589355
6.612714,,4.127502441,0.441589355
6.613047,,4.122924805,0.441589355
6.61338,,4.122924805,0.441589355
6.613713,,4.108276367,0.441589355
6.614046,,4.083862305,0.441589355
6.614379,,4.079284668,0.441589355
6.614712,,4.074401855,0.441589355
6.615045,,4.079284668,0.436706543
6.615378,,4.098510742,0.436706543
6.615711,,4.118041992,0.436706543
6.616044,,4.142150879,0.43182373
6.616377,,4.176025391,0.426940918
6.61671,,4.209899902,0.426940918
6.617043,,4.239196777,0.422058105
6.617376,,4.277954102,0.422058105
6.617709,,4.321594238,0.422058105
6.618042,,4.35546875,0.41229248
6.618375,,4.374694824,0.41229248
6.618708,,4.394226074,0.402526855
6.619041,,4.403991699,0.402526855
6.619374,,4.399108887,0.397949219
6.619707,,4.384460449,0.393066406
6.62,0.733189,,
6.62004,,4.374694824,0.393066406
6.620373,,4.379577637,0.383300781
6.620706,,4.394226074,0.383300781
6.621039,,4.399108887,0.378417969
6.621372,,4.403991699,0.373535156
6.621705,,4.399108887,0.373535156
6.622038,,4.394226074,0.368652344
6.622371,,4.389343262,0.363769531
6.622704,,4.379577637,0.358886719
6.623037,,4.369812012,0.358886719
6.62337,,4.369812012,0.358886719
6.623703,,4.369812012,0.358886719
6.624036,,4.369812012,0.358886719
6.624369,,4.374694824,0.358886719
6.624702,,4.374694824,0.358886719
6.625035,,4.384460449,0.358886719
6.625368,,4.394226074,0.358886719
6.625701,,4.408569336,0.358886719
6.626034,,4.418334961,0.358886719
6.626367,,4.423217773,0.354309082
6.6267,,4.413452148,0.34942627
6.627033,,4.408569336,0.344543457
6.627366,,4.399108887,0.344543457
6.627699,,4.389343262,0.344543457
6.628032,,4.365234375,0.339660645
6.628365,,4.350585938,0.339660645
6.628698,,4.3359375,0.344543457
6.629031,,4.331054688,0.344543457
6.629364,,4.321594238,0.344543457
6.629697,,4.292297363,0.344543457
6.63003,,4.277954102,0.344543457
6.630363,,4.263305664,0.344543457
6.630696,,4.253540039,0.344543457
6.631029,,4.248657227,0.339660645
6.631362,,4.258422852,0.339660645
6.631695,,4.253540039,0.334777832
6.632028,,4.263305664,0.334777832
6.632361,,4.268188477,0.339660645
6.632694,,4.263305664,0.334777832
6.633027,,4.253540039,0.339660645
6.63336,,4.248657227,0.334777832
6.633693,,4.239196777,0.32989502
6.634026,,4.219665527,0.325012207
6.634359,,4.209899902,0.320129395
6.634692,,4.20501709,0.320129395
6.635025,,4.200439453,0.320129395
6.635358,,4.200439453,0.320129395
6.635691,,4.180908203,0.320129395
6.636024,,4.161682129,0.325012207
6.636357,,4.156799316,0.325012207
6.63669,,4.151916504,0.32989502
6.637023,,4.151916504,0.339660645
6.637356,,4.161682129,0.344543457
6.637689,,4.171142578,0.34942627
6.638022,,4.180908203,0.354309082
6.638355,,4.180908203,0.363769531
6.638688,,4.176025391,0.368652344
6.639021,,4.161682129,0.378417969
6.639354,,4.147033691,0.383300781
6.639687,,4.137268066,0.388183594
6.64,0.71913,,
6.64002,,4.137268066,0.393066406
6.640353,,4.137268066,0.397949219
6.640686,,4.137268066,0.397949219
6.641019,,4.127502441,0.397949219
6.641352,,4.127502441,0.397949219
6.641685,,4.118041992,0.393066406
6.642018,,4.108276367,0.393066406
6.642351,,4.098510742,0.383300781
6.642684,,4.098510742,0.383300781
6.643017,,4.09362793,0.378417969
6.64335,,4.09362793,0.373535156
6.643683,,4.098510742,0.368652344
6.644016,,4.088745117,0.358886719
6.644349,,4.083862305,0.358886719
6.644682,,4.079284668,0.358886719
6.645015,,4.06463623,0.34942627
6.645348,,4.049987793,0.34942627
6.645681,,4.035644531,0.344543457
6.646014,,4.016113281,0.334777832
6.646347,,3.996887207,0.334777832
6.64668,,3.98223877,0.32989502
6.647013,,3.967590332,0.325012207
6.647346,,3.948364258,0.325012207
6.647679,,3.943481445,0.320129395
6.648012,,3.938598633,0.320129395
6.648345,,3.93371582,0.315551758
6.648678,,3.93371582,0.310668945
6.649011,,3.919372559,0.305786133
6.649344,,3.919372559,0.305786133
6.649677,,3.904724121,0.30090332
6.65001,,3.885192871,0.30090332
6.650343,,3.870849609,0.291137695
6.650676,,3.856201172,0.296020508
6.651009,,3.841552734,0.291137695
6.651342,,3.827209473,0.291137695
6.651675,,3.812561035,0.291137695
6.652008,,3.797912598,0.286254883
6.652341,,3.783569336,0.286254883
6.652674,,3.773803711,0.28137207
6.653007,,3.773803711,0.28137207
6.65334,,3.768920898,0.28137207
6.653673,,3.768920898,0.276489258
6.654006,,3.778686523,0.271911621
6.654339,,3.783569336,0.267028809
6.654672,,3.788452148,0.267028809
6.655005,,3.788452148,0.267028809
6.655338,,3.788452148,0.257263184
6.655671,,3.778686523,0.257263184
6.656004,,3.768920898,0.252380371
6.656337,,3.754577637,0.252380371
6.65667,,3.739929199,0.252380371
6.657003,,3.735046387,0.252380371
6.657336,,3.725280762,0.252380371
6.657669,,3.7109375,0.252380371
6.658002,,3.7109375,0.252380371
6.658335,,3.7109375,0.252380371
6.658668,,3.725280762,0.257263184
6.659001,,3.739929199,0.252380371
6.659334,,3.744812012,0.257263184
6.659667,,3.754577637,0.252380371
6.66,0.708265,3.754577637,0.247497559
6.660333,,3.754577637,0.247497559
6.660666,,3.744812012,0.242614746
6.660999,,3.739929199,0.237731934
6.661332,,3.730163574,0.237731934
6.661665,,3.725280762,0.232849121
6.661998,,3.720397949,0.232849121
6.662331,,3.7109375,0.228271484
6.662664,,3.701171875,0.223388672
6.662997,,3.681640625,0.223388672
6.66333,,3.676757813,0.223388672
6.663663,,3.672180176,0.218505859
6.663996,,3.662414551,0.213623047
6.664329,,3.657531738,0.208740234
6.664662,,3.657531738,0.208740234
6.664995,,3.662414551,0.208740234
6.665328,,3.657531738,0.203857422
6.665661,,3.652648926,0.198974609
6.665994,,3.647766113,0.194091797
6.666327,,3.638000488,0.189208984
6.66666,,3.628540039,0.189208984
6.666993,,3.613891602,0.189208984
6.667326,,3.599243164,0.189208984
6.667659,,3.599243164,0.184631348
6.667992,,3.594665527,0.179748535
6.668325,,3.594665527,0.174865723
6.668658,,3.589782715,0.16998291
6.668991,,3.584899902,0.16998291
6.669324,,3.584899902,0.165100098
6.669657,,3.584899902,0.165100098
6.66999,,3.589782715,0.160217285
6.670323,,3.58001709,0.155334473
6.670656,,3.584899902,0.15045166
6.670989,,3.584899902,0.15045166
6.671322,,3.599243164,0.15045166
6.671655,,3.613891602,0.145874023
6.671988,,3.628540039,0.145874023
6.672321,,3.647766113,0.145874023
6.672654,,3.667297363,0.145874023
6.672987,,3.696289063,0.145874023
6.67332,,3.696289063,0.145874023
6.673653,,3.696289063,0.15045166
6.673986,,3.672180176,0.145874023
6.674319,,3.657531738,0.15045166
6.674652,,3.652648926,0.145874023
6.674985,,3.638000488,0.160217285
6.675318,,3.628540039,0.160217285
6.675651,,3.618774414,0.165100098
6.675984,,3.613891602,0.16998291
6.676317,,3.609008789,0.16998291
6.67665,,3.613891602,0.174865723
6.676983,,3.613891602,0.184631348
6.677316,,3.618774414,0.184631348
6.677649,,3.618774414,0.189208984
6.677982,,3.613891602,0.189208984
6.678315,,3.609008789,0.189208984
6.678648,,3.594665527,0.198974609
6.678981,,3.589782715,0.198974609
6.679314,,3.575134277,0.203857422
6.679647,,3.555603027,0.203857422
6.67998,,3.546142578,0.203857422
6.68,0.712986,,
6.680313,,3.531494141,0.203857422
6.680646,,3.512268066,0.208740234
6.680979,,3.497619629,0.198974609
6.681312,,3.482971191,0.198974609
6.681645,,3.46862793,0.194091797
6.681978,,3.458862305,0.189208984
6.682311,,3.44909668,0.189208984
6.682644,,3.439331055,0.189208984
6.682977,,3.429870605,0.189208984
6.68331,,3.42010498,0.189208984
6.683643,,3.42010498,0.189208984
6.683976,,3.424987793,0.194091797
6.684309,,3.439331055,0.198974609
6.684642,,3.453979492,0.198974609
6.684975,,3.473205566,0.203857422
6.685308,,3.492736816,0.203857422
6.685641,,3.507385254,0.208740234
6.685974,,3.521728516,0.208740234
6.686307,,3.531494141,0.213623047
6.68664,,3.541259766,0.213623047
6.686973,,3.541259766,0.218505859
6.687306,,3.536376953,0.218505859
6.687639,,3.536376953,0.218505859
6.687972,,3.521728516,0.213623047
6.688305,,3.512268066,0.213623047
6.688638,,3.497619629,0.208740234
6.688971,,3.482971191,0.208740234
6.689304,,3.473205566,0.208740234
6.689637,,3.46862793,0.208740234
6.68997,,3.473205566,0.208740234
6.690303,,3.487854004,0.213623047
6.690636,,3.507385254,0.218505859
6.690969,,3.541259766,0.228271484
6.691302,,3.575134277,0.228271484
6.691635,,3.609008789,0.237731934
6.691968,,3.647766113,0.247497559
6.692301,,3.696289063,0.257263184
6.692634,,3.730163574,0.267028809
6.692967,,3.764038086,0.276489258
6.6933,,3.788452148,0.286254883
6.693633,,3.788452148,0.296020508
6.693966,,3.778686523,0.30090332
